ISO3,Year,any_campaign,any_nonviolent,any_violent,SupDem_trim,wdi_popurb,wdi_gdpcapcon2015,v2x_polyarchy,v2xeg_eqdr,v2cagenmob,v2cademmob,v2caautmob,v2x_civlib,v2x_execorr,e_boix_regime,e_peaveduc,log_gdpcapcon2015,auto_period_id,auto_period01,auto_period_id005,auto_period005,auto_period_id01ci,auto_period01ci,ert_aut_ep,ert_aut_ep_id,edi_autocracy,Emancipative_valuesWIK2015,Emancipative_valuesWIK2015_sd
LSO,2017,0,0,0,-0.43387357,27.73,1090.990303003501,0.506,0.779,0.525,0.687,1.381,0.699,0.339,0,NA,6.994841097620794,Lesotho_11,1,Lesotho_11,1,Lesotho_11,1,1,LSO_2015_2017,0.494,NA,NA
MDA,2000,0,0,0,-1.281073713,44.589,1346.9156717656128,0.575,0.743,0.334,-0.123,-1.423,0.76,0.56,0,9.662,7.20557256997075,Moldova_3,1,Moldova_3,1,Moldova_3,1,0,MDA_2001_2006,0.42500000000000004,0.386472207704865,0.014549837548977231
MDA,2001,0,0,0,-1.401244941,44.189,1432.276892823399,0.505,0.755,-1.314,-0.548,-2.158,0.724,0.721,0,9.695,7.267020689738975,Moldova_3,1,Moldova_3,1,Moldova_3,1,1,MDA_2001_2006,0.495,0.38464045389815793,0.03511025110039922
MDA,2002,0,0,0,-1.529898693,43.789,1547.5742123161233,0.499,0.755,0.394,0.517,-1.842,0.729,0.787,0,9.727,7.344443959671325,Moldova_3,1,Moldova_3,1,Moldova_3,1,1,MDA_2001_2006,0.501,0.3854483329306407,0
MDA,2003,0,0,0,-1.431250041,43.389,1654.366293031951,0.499,0.699,-0.408,-0.163,-1.842,0.729,0.787,0,9.759,7.411173309972096,Moldova_3,1,Moldova_3,1,Moldova_3,1,1,MDA_2001_2006,0.501,0.381197637657492,0.01686599470393629
MDA,2004,0,0,0,-1.330961216,42.99,1781.1914532372407,0.503,0.744,-0.797,-0.163,-1.842,0.729,0.787,0,9.792,7.4850377751187445,Moldova_3,1,Moldova_3,1,Moldova_3,1,1,MDA_2001_2006,0.497,0.37468744664475745,0.028233442205465926
MDA,2005,0,0,0,-1.232456105,42.775,1919.445507637476,0.444,0.748,0.01,0.373,-1.842,0.731,0.787,0,9.824,7.559791625206143,Moldova_3,1,Moldova_3,1,Moldova_3,1,1,MDA_2001_2006,0.556,0.376615188396064,0.021665756395212277
MDA,2006,0,0,0,-1.145744195,42.744,2017.177300629081,0.433,0.748,-0.28,0.049,-1.842,0.728,0.777,0,9.856,7.609454437228826,Moldova_3,1,Moldova_3,1,Moldova_3,1,1,MDA_2001_2006,0.567,0.4074816245104255,0
MDA,2013,0,0,0,-1.416585273,42.527,2605.850299861424,0.626,0.771,-0.283,0.486,-1.314,0.835,0.65,0,NA,7.86551431162245,Moldova_7,1,Moldova_7,1,Moldova_7,1,1,MDA_2013_2017,0.374,NA,NA
MDA,2014,0,0,0,-1.412446806,42.496,2737.801850566472,0.617,0.762,0.111,0.461,-1.888,0.806,0.65,0,NA,7.914910633093125,Moldova_7,1,Moldova_7,1,Moldova_7,1,1,MDA_2013_2017,0.383,NA,NA
MDA,2015,1,1,0,-1.416112611,42.49,2749.55137054338,0.566,0.758,1.262,1.318,-1.888,0.815,0.81,0,NA,7.9191930393679435,Moldova_7,1,Moldova_7,1,Moldova_7,1,1,MDA_2013_2017,0.43400000000000005,NA,NA
MDA,2016,1,1,0,-1.415592555,42.511,2910.954868723758,0.525,0.751,1.118,1.414,-0.764,0.805,0.81,0,NA,7.976236439923536,Moldova_7,1,Moldova_7,1,Moldova_7,1,1,MDA_2013_2017,0.475,NA,NA
MDG,1998,0,0,0,NA,26.586,460.98213890130734,0.509,0.181,-2.453,-1.314,-1.746,0.701,0.707,0,3.6,6.13335929799728,Madagascar_9,1,Madagascar_9,1,Madagascar_9,1,1,MDG_1997_2002,0.491,NA,NA
MDG,1999,0,0,0,NA,26.853,467.9191931888432,0.508,0.181,-2.453,-1.314,-1.746,0.7,0.707,0,3.67,6.148295616883077,Madagascar_9,1,Madagascar_9,1,Madagascar_9,1,1,MDG_1997_2002,0.492,NA,NA
MDG,2000,0,0,0,NA,27.121,474.139021914094,0.503,0.181,-2.453,-1.652,-1.549,0.707,0.707,0,3.74,6.161500573869867,Madagascar_9,1,Madagascar_9,1,Madagascar_9,1,1,MDG_1997_2002,0.497,NA,NA
MDG,2001,0,0,0,NA,27.391,487.6611025235167,0.498,0.181,1.352,2.369,-1.129,0.703,0.707,0,3.779,6.18962070256071,Madagascar_9,1,Madagascar_9,1,Madagascar_9,1,1,MDG_1997_2002,0.502,NA,NA
MDG,2002,1,1,0,NA,27.663,414.6873364426664,0.427,0.182,3.021,3.021,-0.555,0.614,0.507,0,3.818,6.027524830115396,Madagascar_9,1,Madagascar_9,1,Madagascar_9,1,1,MDG_1997_2002,0.573,NA,NA
MDG,2008,0,0,0,-0.777666492,30.67,500.7824726348903,0.497,0.186,-0.639,-0.592,-2.175,0.754,0.507,0,4.052,6.216171820441171,Madagascar_11,1,Madagascar_11,1,Madagascar_11,1,0,MDG_2009_2010,0.503,NA,NA
MDG,2009,1,1,0,-0.864501317,31.301,467.115644011521,0.276,0.095,1.939,1.989,-0.625,0.579,0.91,1,4.091,6.146576858729544,Madagascar_11,1,Madagascar_11,1,Madagascar_11,1,1,MDG_2009_2010,0.724,NA,NA
MDG,2010,1,1,0,-0.938749785,31.938,456.7292070788449,0.226,0.11,-0.57,0.504,-0.956,0.59,0.91,1,4.13,6.124090670584982,Madagascar_11,1,Madagascar_11,1,Madagascar_11,1,1,MDG_2009_2010,0.774,NA,NA
MDV,2012,1,1,0,NA,37.267,8888.11483316616,0.537,0.684,2.358,0.877,1.133,0.621,0.577,1,NA,9.092470251259199,Maldives_5,1,Maldives_5,1,Maldives_5,1,1,MDV_2012_2016,0.46299999999999997,NA,NA
MDV,2013,1,1,0,NA,37.685,9194.115577721685,0.45,0.506,2.041,0.653,1.291,0.538,0.633,1,NA,9.126318947281469,Maldives_5,1,Maldives_5,1,Maldives_5,1,1,MDV_2012_2016,0.55,NA,NA
MDV,2014,0,0,0,NA,38.106,9530.588447222504,0.402,0.516,2.041,0.653,1.127,0.543,0.657,1,NA,9.162261741564919,Maldives_5,1,Maldives_5,1,Maldives_5,1,1,MDV_2012_2016,0.598,NA,NA
MDV,2015,1,1,0,NA,38.529,9480.431512618072,0.374,0.461,2.041,0.259,1.127,0.528,0.714,1,NA,9.156985112421802,Maldives_5,1,Maldives_5,1,Maldives_5,1,1,MDV_2012_2016,0.626,NA,NA
MDV,2016,1,1,0,NA,38.954,9688.248278642095,0.362,0.541,2.041,0.259,1.127,0.505,0.714,1,NA,9.1786689123449,Maldives_5,1,Maldives_5,1,Maldives_5,1,1,MDV_2012_2016,0.638,NA,NA
MDV,2017,1,1,0,NA,39.38,9972.37713599052,0.354,0.532,0.746,1.183,1.127,0.482,0.706,1,NA,9.207574263421943,Maldives_5,1,Maldives_5,1,Maldives_5,1,0,NA,0.646,NA,NA
MEX,2006,1,1,0,-0.595494596,76.616,9847.51282216971,0.671,0.316,1.753,2.1,0.42,0.685,0.369,0,8.3,9.194974196917807,Mexico_7,1,Mexico_7,1,Mexico_7,1,0,NA,0.32899999999999996,0.4815511780154713,0.017038355754864877
MEX,2007,0,0,0,-0.739618798,76.92,9920.687841222085,0.637,0.316,0.96,0.771,0.18,0.696,0.369,0,8.345,9.202377536707964,Mexico_7,1,Mexico_7,1,Mexico_7,1,0,NA,0.363,0.4811542111345575,0.020376244974332297
MEX,2008,0,0,0,-0.691249398,77.222,9888.139444764569,0.642,0.316,0.83,1.057,0.296,0.693,0.369,0,8.39,9.199091282021636,Mexico_7,1,Mexico_7,1,Mexico_7,1,0,NA,0.358,0.44927029383961126,0.044221630179803455
MEX,2009,0,0,0,-0.83401326,77.52,9151.769566531828,0.648,0.316,0.951,0.891,0.406,0.695,0.369,0,8.435,9.121702534820496,Mexico_7,1,Mexico_7,1,Mexico_7,1,0,NA,0.352,0.4545563610218149,0.02363155304015511
MEX,2010,0,0,0,-0.781954678,77.815,9480.135308309817,0.661,0.316,0.783,0.683,0.406,0.684,0.369,0,8.48,9.15695386817567,Mexico_7,1,Mexico_7,1,Mexico_7,1,0,NA,0.33899999999999997,0.4647791638682301,0
MEX,2011,0,0,0,-0.878764169,78.111,9667.626646107798,0.66,0.32,1.324,0.574,0.406,0.686,0.369,0,NA,9.176538123587815,Mexico_7,1,Mexico_7,1,Mexico_7,1,0,NA,0.33999999999999997,NA,NA
MEX,2012,0,0,0,-0.719311267,78.405,9872.292522087,0.649,0.32,1.552,1.352,0.504,0.69,0.45,0,NA,9.19748737719796,Mexico_7,1,Mexico_7,1,Mexico_7,1,0,NA,0.351,NA,NA
MEX,2013,0,0,0,-0.821310998,78.699,9826.132388590651,0.623,0.318,1.303,0.68,0.421,0.681,0.655,0,NA,9.192800685932218,Mexico_7,1,Mexico_7,1,Mexico_7,1,0,NA,0.377,NA,NA
MEX,2014,1,1,0,-1.063950267,78.993,9947.88602513395,0.62,0.314,1.283,0.765,0.169,0.674,0.655,0,NA,9.205115347794328,Mexico_7,1,Mexico_7,1,Mexico_7,1,0,NA,0.38,NA,NA
MKD,2000,0,0,0,-0.966851011,58.548,3283.3793409535137,0.46,0.806,0.23,0.208,-0.919,0.738,0.639,0,NA,8.096628457873003,Macedonia_1,1,Macedonia_1,0,Macedonia_1,0,1,MKD_2000_2001,0.54,0.3946555829126641,0.03397255691739258
MKD,2001,1,0,1,-0.964129853,58.339,3169.3251436893106,0.449,0.806,0.827,0.276,-0.713,0.689,0.639,0,NA,8.061273955781283,Macedonia_1,1,Macedonia_1,0,Macedonia_1,0,1,MKD_2000_2001,0.5509999999999999,0.4090402266854364,0
MKD,2008,0,0,0,-0.807046552,57.175,4392.550716415098,0.552,0.809,0.015,0.48,-1.408,0.815,0.725,0,NA,8.387665366133492,Macedonia_5,1,Macedonia_5,1,Macedonia_5,1,1,MKD_2005_2012,0.44799999999999995,0.4392904910067338,0.014250364965683202
MKD,2009,0,0,0,-0.807858507,57.117,4405.200457508667,0.532,0.772,0.104,0.637,-1.408,0.814,0.71,0,NA,8.390541044147286,Macedonia_5,1,Macedonia_5,1,Macedonia_5,1,1,MKD_2005_2012,0.46799999999999997,0.43215943267072626,0.011477994859077485
MKD,2010,0,0,0,-0.808841144,57.089,4582.36517512347,0.528,0.774,-0.256,0.641,-1.408,0.819,0.728,0,NA,8.429970557594938,Macedonia_5,1,Macedonia_5,1,Macedonia_5,1,1,MKD_2005_2012,0.472,0.4248622144616319,0.0439835389426267
MKD,2011,0,0,0,-0.803128725,57.092,4711.130278700812,0.48,0.774,0.324,0.904,-1.703,0.8,0.793,0,NA,8.457683132467707,Macedonia_5,1,Macedonia_5,1,Macedonia_5,1,1,MKD_2005_2012,0.52,NA,NA
MKD,2012,0,0,0,-0.808895873,57.125,4708.051685359227,0.455,0.774,0.167,0.904,-1.703,0.761,0.793,0,NA,8.457029446518554,Macedonia_5,1,Macedonia_5,1,Macedonia_5,1,1,MKD_2005_2012,0.5449999999999999,NA,NA
MKD,2013,0,0,0,-0.809724959,57.189,4863.680886669677,0.447,0.739,0.517,0.904,-1.703,0.735,0.793,0,NA,8.48955081431236,Macedonia_5,1,Macedonia_5,1,Macedonia_5,1,0,NA,0.5529999999999999,NA,NA
MKD,2014,0,0,0,-0.800039366,57.284,5053.750012363666,0.447,0.74,0.761,1.559,-1.221,0.734,0.793,0,NA,8.527885823401414,Macedonia_5,1,Macedonia_5,1,Macedonia_5,1,0,NA,0.5529999999999999,NA,NA
MLI,2007,0,0,0,-0.709757228,33.612,676.0800317733559,0.611,0.23,1.598,-0.217,-0.554,0.832,0.846,0,1.411,6.51631145923267,Mali_5,1,Mali_5,1,Mali_5,1,1,MLI_2007_2013,0.389,NA,NA
MLI,2008,0,0,0,-0.575047822,34.403,685.4606705643431,0.601,0.23,1.131,-0.217,-0.554,0.831,0.846,0,1.444,6.530091124000282,Mali_5,1,Mali_5,1,Mali_5,1,1,MLI_2007_2013,0.399,NA,NA
MLI,2009,0,0,0,-0.571123792,35.2,695.39448652741,0.603,0.23,1.131,-0.217,-0.554,0.832,0.846,0,1.477,6.544479291051404,Mali_5,1,Mali_5,1,Mali_5,1,1,MLI_2007_2013,0.397,NA,NA
MLI,2010,0,0,0,-0.551730016,35.999,708.9304739407845,0.602,0.23,1.131,0.015,-0.554,0.839,0.846,0,1.51,6.563757459580963,Mali_5,1,Mali_5,1,Mali_5,1,1,MLI_2007_2013,0.398,NA,NA
MLI,2011,0,0,0,-0.549123168,36.799,708.4186724799583,0.604,0.23,1.131,0.015,-0.554,0.839,0.846,0,NA,6.563035264228656,Mali_5,1,Mali_5,1,Mali_5,1,1,MLI_2007_2013,0.396,NA,NA
MLI,2012,1,0,1,-0.533614676,37.599,682.2878441881711,0.353,0.23,1.933,1.168,1.553,0.825,0.846,1,NA,6.525451627728583,Mali_5,1,Mali_5,1,Mali_5,1,1,MLI_2007_2013,0.647,NA,NA
MLI,2013,1,0,1,-0.327932619,38.398,677.861141016751,0.326,0.199,2.025,0.287,-0.16,0.794,0.773,1,NA,6.518942460204673,Mali_5,1,Mali_5,1,Mali_5,1,1,MLI_2007_2013,0.6739999999999999,NA,NA
MWI,1999,0,0,0,0.25594422,14.522,424.94038373368784,0.507,0.271,-1.231,0.21,-1.012,0.608,0.77,0,3.92,6.051948885517366,Malawi_5,1,Malawi_5,1,Malawi_5,1,1,MWI_1999_2005,0.493,NA,NA
MWI,2000,0,0,0,0.141208699,14.61,421.81945819697467,0.475,0.271,-1.231,0.21,-1.012,0.62,0.77,0,4.014,6.044577398315353,Malawi_5,1,Malawi_5,1,Malawi_5,1,1,MWI_1999_2005,0.525,NA,NA
MWI,2001,0,0,0,0.025890209,14.698,391.4420734442423,0.475,0.271,-1.231,0.21,-1.012,0.658,0.77,0,4.09,5.969837543932511,Malawi_5,1,Malawi_5,1,Malawi_5,1,1,MWI_1999_2005,0.525,NA,NA
MWI,2002,0,0,0,-0.077191112,14.786,388.4459245634947,0.475,0.271,-1.231,0.21,-1.012,0.655,0.77,0,4.165,5.962153969807076,Malawi_5,1,Malawi_5,1,Malawi_5,1,1,MWI_1999_2005,0.525,NA,NA
MWI,2003,0,0,0,-0.213275917,14.875,400.3009493721153,0.475,0.271,-1.231,0.21,-1.012,0.655,0.77,0,4.241,5.992216637647266,Malawi_5,1,Malawi_5,1,Malawi_5,1,1,MWI_1999_2005,0.525,NA,NA
MWI,2004,0,0,0,-0.528979389,14.964,411.00407953462206,0.458,0.271,-1.149,0.21,-1.012,0.685,0.77,0,4.316,6.018603140321966,Malawi_5,1,Malawi_5,1,Malawi_5,1,1,MWI_1999_2005,0.542,NA,NA
MWI,2005,0,0,0,-0.843552095,15.054,412.9820434198334,0.446,0.268,-1.328,0.21,-1.012,0.728,0.757,0,4.392,6.023404113613479,Malawi_5,1,Malawi_5,1,Malawi_5,1,1,MWI_1999_2005,0.554,NA,NA
NER,1996,0,0,0,NA,15.855,404.8044653183932,0.291,0.388,-0.261,0.489,0.726,0.669,0.626,1,0.922,6.0034041488373004,Niger_9,1,Niger_9,1,Niger_9,1,1,NER_1996_1996,0.7090000000000001,NA,NA
NER,1998,0,0,0,NA,16.02,422.6201057516239,0.386,0.388,-0.758,0.292,0.726,0.659,0.617,1,0.976,6.046473680367381,Niger_11,1,Niger_11,1,Niger_11,1,0,NER_1999_1999,0.614,NA,NA
NER,1999,0,0,0,NA,16.103,407.554434017867,0.255,0.388,-0.562,-0.137,0.988,0.63,0.617,0,1.003,6.0101745041717924,Niger_11,1,Niger_11,1,Niger_11,1,1,NER_1999_1999,0.745,NA,NA
NER,2009,0,0,0,NA,16.225,419.17324878655256,0.42,0.367,0.482,0.539,2.266,0.74,0.617,1,1.282,6.038284316052999,Niger_15,1,Niger_15,1,Niger_15,1,1,NER_2009_2010,0.5800000000000001,NA,NA
NER,2010,0,0,0,NA,16.221,438.46388274388187,0.264,0.399,0.285,0.344,0.83,0.815,0.56,1,1.31,6.083277442955665,Niger_15,1,Niger_15,1,Niger_15,1,1,NER_2009_2010,0.736,NA,NA
NER,2013,0,0,0,-0.146619024,16.208,466.3336759876103,0.625,0.293,0.191,0.344,0.502,0.821,0.555,0,NA,6.144901420781112,Niger_17,1,Niger_17,1,Niger_17,1,0,NA,0.375,NA,NA
NER,2014,0,0,0,0.041009939,16.219,478.8551538624138,0.625,0.293,-0.054,0.344,0.502,0.813,0.555,0,NA,6.171398158909423,Niger_17,1,Niger_17,1,Niger_17,1,0,NA,0.375,NA,NA
NER,2015,0,0,0,0.229652346,16.247,481.1113011050023,0.618,0.293,0.183,0.344,0.502,0.806,0.555,0,NA,6.176098638566709,Niger_17,1,Niger_17,1,Niger_17,1,0,NER_2016_2024,0.382,NA,NA
NER,2016,0,0,0,0.224194414,16.29,489.4338123235405,0.569,0.303,0.463,0.344,0.831,0.822,0.555,1,NA,6.193249237963125,Niger_17,1,Niger_17,1,Niger_17,1,1,NER_2016_2024,0.43100000000000005,NA,NA
NER,2017,0,0,0,0.226055548,16.35,494.6354942769389,0.545,0.287,0.463,0.344,0.49,0.811,0.593,1,NA,6.203821116113198,Niger_17,1,Niger_17,1,Niger_17,1,1,NER_2016_2024,0.45499999999999996,NA,NA
NGA,1983,1,0,1,NA,24.122,1459.7376829484892,0.312,0.188,0.083,0.682,0.724,0.626,0.891,1,1.845,7.286012029346572,Nigeria_5,1,Nigeria_5,1,Nigeria_5,1,1,NGA_1983_1984,0.688,0.2985621563113602,0.03620898754743035
NGA,1984,1,0,1,NA,24.872,1408.2086538761685,0.187,0.188,-0.124,0.651,1.143,0.459,0.891,1,1.97,7.250073717412102,Nigeria_5,1,Nigeria_5,1,Nigeria_5,1,1,NGA_1983_1984,0.813,0.25810774359910993,0.02774131850452434
NIC,2006,0,0,0,-0.667259126,56.132,1611.3786499148548,0.56,0.341,-0.893,-0.871,-0.875,0.817,0.607,0,6.81,7.384845395854089,Nicaragua_19,1,Nicaragua_19,1,Nicaragua_19,1,1,NIC_2006_2024,0.43999999999999995,NA,NA
NIC,2007,0,0,0,-0.367399395,56.328,1669.7253033489264,0.457,0.33,-1.31,-0.862,-1.135,0.751,0.802,0,6.87,7.4204144028683805,Nicaragua_19,1,Nicaragua_19,1,Nicaragua_19,1,1,NIC_2006_2024,0.5429999999999999,NA,NA
NIC,2008,0,0,0,-0.338995667,56.525,1702.6962985544772,0.445,0.331,-1.31,-0.862,-1.135,0.742,0.809,0,6.93,7.439968331555954,Nicaragua_19,1,Nicaragua_19,1,Nicaragua_19,1,1,NIC_2006_2024,0.5549999999999999,NA,NA
NIC,2010,0,0,0,-0.170046465,56.917,1669.944717732556,0.436,0.327,-0.694,-0.785,-0.752,0.725,0.83,0,7.05,7.420545801708721,Nicaragua_21,1,Nicaragua_21,1,Nicaragua_21,1,1,NIC_2006_2024,0.5640000000000001,NA,NA
NIC,2011,0,0,0,-0.192043208,57.113,1749.5043651820886,0.427,0.315,-0.694,-0.785,-0.752,0.715,0.83,0,NA,7.467087806907282,Nicaragua_21,1,Nicaragua_21,1,Nicaragua_21,1,1,NIC_2006_2024,0.573,NA,NA
NIC,2012,0,0,0,0.00190291,57.309,1835.947583778653,0.369,0.322,-0.694,-0.785,-0.752,0.711,0.83,0,NA,7.515316021632734,Nicaragua_21,1,Nicaragua_21,1,Nicaragua_21,1,1,NIC_2006_2024,0.631,NA,NA
NIC,2013,0,0,0,-0.165316219,57.505,1898.4429328072515,0.323,0.331,-0.253,-0.785,-0.752,0.693,0.854,0,NA,7.548789320124604,Nicaragua_21,1,Nicaragua_21,1,Nicaragua_21,1,1,NIC_2006_2024,0.677,NA,NA
NIC,2014,0,0,0,-0.302489534,57.7,1960.688178037832,0.321,0.331,-0.253,-0.785,-0.752,0.689,0.863,0,NA,7.581050801843227,Nicaragua_21,1,Nicaragua_21,1,Nicaragua_21,1,1,NIC_2006_2024,0.679,NA,NA
NIC,2015,0,0,0,-0.399471482,57.895,2025.3247759757523,0.321,0.331,-0.457,-0.785,-0.752,0.686,0.863,0,NA,7.613485349878532,Nicaragua_21,1,Nicaragua_21,1,Nicaragua_21,1,1,NIC_2006_2024,0.679,NA,NA
NIC,2016,0,0,0,-0.496023275,58.09,2087.696863555584,0.309,0.337,-0.36,-0.785,-0.752,0.68,0.863,1,NA,7.643816758173379,Nicaragua_21,1,Nicaragua_21,1,Nicaragua_21,1,1,NIC_2006_2024,0.6910000000000001,NA,NA
NIC,2017,0,0,0,-0.613065922,58.299,2153.612731500831,0.283,0.289,-0.583,-0.785,-0.752,0.593,0.863,1,NA,7.674902051162518,Nicaragua_21,1,Nicaragua_21,1,Nicaragua_21,1,1,NIC_2006_2024,0.7170000000000001,NA,NA
NPL,1997,0,0,0,NA,11.834,505.77440599472885,0.395,0.365,1.326,1.648,-0.576,0.645,0.706,0,2.716,6.226090731917093,Nepal_3,1,Nepal_3,1,Nepal_3,1,0,NA,0.605,NA,NA
NPL,1998,0,0,0,NA,12.336,511.05296720162886,0.394,0.365,1.326,1.648,-0.576,0.645,0.706,0,2.872,6.236473238846927,Nepal_3,1,Nepal_3,1,Nepal_3,1,0,NA,0.606,NA,NA
NPL,1999,0,0,0,NA,12.857,523.8826082111018,0.385,0.365,1.326,1.648,-0.576,0.645,0.706,0,3.028,6.2612676290910585,Nepal_3,1,Nepal_3,1,Nepal_3,1,0,NPL_2000_2003,0.615,NA,NA
NPL,2000,0,0,0,NA,13.397,546.9316240566565,0.358,0.349,1.326,1.648,-0.576,0.615,0.706,0,3.184,6.304323792884038,Nepal_3,1,Nepal_3,1,Nepal_3,1,1,NPL_2000_2003,0.642,NA,NA
NPL,2001,1,0,1,NA,13.947,564.0754251668933,0.355,0.361,1.042,1.468,-0.576,0.597,0.694,0,3.302,6.3351879751220705,Nepal_3,1,Nepal_3,1,Nepal_3,1,1,NPL_2000_2003,0.645,NA,NA
NPL,2002,1,1,1,NA,14.24,556.3682302675488,0.272,0.323,1.042,1.277,-0.576,0.535,0.694,1,3.421,6.321430359690749,Nepal_3,1,Nepal_3,1,Nepal_3,1,1,NPL_2000_2003,0.728,NA,NA
NPL,2003,1,1,1,NA,14.538,570.4195730440648,0.224,0.323,1.042,1.277,-0.576,0.537,0.694,1,3.539,6.3463721831047355,Nepal_3,1,Nepal_3,1,Nepal_3,1,1,NPL_2000_2003,0.776,NA,NA
NPL,2012,1,1,0,-1.012638154,17.458,781.1038708729168,0.391,0.362,0.881,0.568,-0.858,0.839,0.657,0,NA,6.660708138272795,Nepal_7,1,Nepal_7,1,Nepal_7,1,1,NPL_2012_2013,0.609,NA,NA
NPL,2013,0,0,0,-0.970757911,17.815,807.1369388859075,0.28,0.338,1.378,0.568,-0.858,0.779,0.613,0,NA,6.693493342704548,Nepal_7,1,Nepal_7,1,Nepal_7,1,1,NPL_2012_2013,0.72,NA,NA
PAK,1999,1,0,1,-0.764229465,32.783,1041.5233635087682,0.338,0.111,0.454,-0.341,-0.793,0.506,0.804,1,4.123,6.948439693007047,Pakistan_13,1,Pakistan_13,1,Pakistan_13,1,1,PAK_1999_2000,0.6619999999999999,0.23592747857040736,0.024879166794767083
PAK,2000,0,0,0,-0.622159018,32.982,1053.0043059979191,0.203,0.111,0.464,0.359,-0.586,0.52,0.657,1,4.22,6.959402601392394,Pakistan_13,1,Pakistan_13,1,Pakistan_13,1,1,PAK_1999_2000,0.7969999999999999,0.2721750617010164,0.03492902854591724
PAK,2013,1,0,1,-1.427986536,35.613,1346.28928139308,0.467,0.11,1.573,0.534,-0.93,0.521,0.829,0,NA,7.205107406424179,Pakistan_15,1,Pakistan_15,1,Pakistan_15,1,0,NA,0.5329999999999999,NA,NA
PAK,2014,1,1,1,-1.438412144,35.819,1382.094201700094,0.467,0.12,1.678,1.246,-0.93,0.519,0.821,0,NA,7.231355165318708,Pakistan_15,1,Pakistan_15,1,Pakistan_15,1,0,PAK_2015_2024,0.5329999999999999,NA,NA
PAK,2015,1,0,1,-1.429516718,36.026,1421.8352783008904,0.439,0.11,1.217,0.646,-0.93,0.507,0.825,0,NA,7.259703765609061,Pakistan_15,1,Pakistan_15,1,Pakistan_15,1,1,PAK_2015_2024,0.5609999999999999,NA,NA
PAK,2016,1,0,1,-1.421555126,36.234,1497.1687223404092,0.428,0.114,1.515,0.646,-0.93,0.49,0.825,0,NA,7.311331085042895,Pakistan_15,1,Pakistan_15,1,Pakistan_15,1,1,PAK_2015_2024,0.5720000000000001,NA,NA
PER,1990,1,0,1,NA,68.901,2695.373504239991,0.618,0.265,0.091,-0.641,-0.769,0.588,0.728,1,7.22,7.899292065294903,Peru_19,1,Peru_19,1,Peru_19,1,1,PER_1990_1992,0.382,0.365178806214679,0.023080863318782213
PER,1991,1,0,1,NA,69.3,2697.372827065201,0.604,0.264,0.091,-0.942,-0.769,0.577,0.728,1,7.332,7.900033551281442,Peru_19,1,Peru_19,1,Peru_19,1,1,PER_1990_1992,0.396,0.3897588822754126,0.03960949406315192
PER,1992,1,0,1,NA,69.697,2628.7536263429884,0.25,0.264,0.091,-0.239,-0.407,0.52,0.728,1,7.444,7.874265106509249,Peru_19,1,Peru_19,1,Peru_19,1,1,PER_1990_1992,0.75,0.3808789993260245,0.019151740664515048
PHL,2001,1,1,0,-0.551975561,46.05,1848.01493812054,0.547,0.298,2.291,2.566,-1.548,0.723,0.717,0,7.988,7.52186733556752,Philippines_7,1,Philippines_7,1,Philippines_7,1,1,PHL_2001_2005,0.45299999999999996,0.3643318427779095,0
PHL,2002,0,0,0,-0.379273836,45.965,1877.5616529503116,0.535,0.298,1.333,1.247,-1.548,0.711,0.644,0,8.016,7.537729220888921,Philippines_7,1,Philippines_7,1,Philippines_7,1,1,PHL_2001_2005,0.46499999999999997,0.37725931200618423,0.0358002424444885
PHL,2003,0,0,0,-0.487501447,45.88,1933.6479796641029,0.534,0.298,1.333,1.247,-1.548,0.708,0.644,0,8.044,7.567163642726488,Philippines_7,1,Philippines_7,1,Philippines_7,1,1,PHL_2001_2005,0.46599999999999997,0.3827124828341552,0.02475738471988186
PHL,2004,0,0,0,-0.603206951,45.795,2020.129700255528,0.493,0.298,1.333,1.247,-1.548,0.703,0.784,0,8.072,7.6109169963812935,Philippines_7,1,Philippines_7,1,Philippines_7,1,1,PHL_2001_2005,0.507,0.3631953602539073,0.021507077967940835
PHL,2005,0,0,0,-0.995123115,45.71,2079.331829099413,0.47,0.298,1.333,1.247,-1.548,0.695,0.784,0,8.1,7.639801885078127,Philippines_7,1,Philippines_7,1,Philippines_7,1,1,PHL_2001_2005,0.53,0.3633122939783182,0.026288403439423735
PNG,1987,1,1,0,NA,14.39,2081.4115021886314,0.542,0.204,-1.202,-0.675,-1.508,0.821,0.675,0,NA,7.6408015493673265,Papua New Guinea_3,1,Papua New Guinea_3,1,Papua New Guinea_3,1,0,NA,0.45799999999999996,NA,NA
PNG,1988,1,1,1,NA,14.589,2095.7987210325578,0.538,0.204,-0.704,-0.675,-1.508,0.821,0.675,0,NA,7.647690010788034,Papua New Guinea_3,1,Papua New Guinea_3,1,Papua New Guinea_3,1,0,NA,0.46199999999999997,NA,NA
PNG,1989,1,1,1,NA,14.791,2019.688199131232,0.54,0.204,-0.704,-0.675,-1.508,0.82,0.675,0,NA,7.610698421615277,Papua New Guinea_3,1,Papua New Guinea_3,1,Papua New Guinea_3,1,0,NA,0.45999999999999996,NA,NA
PNG,1990,1,1,1,NA,14.994,1907.73373372294,0.54,0.204,-0.215,-0.675,-1.508,0.82,0.675,0,NA,7.553671289713757,Papua New Guinea_3,1,Papua New Guinea_3,1,Papua New Guinea_3,1,0,NA,0.45999999999999996,NA,NA
